,video,start,end,subtitle,include
7378,IuVo4fnpLC8,"00:14:36,975","00:14:39,011",crossing the border is for them to see the message...,True
7379,IuVo4fnpLC8,"00:03:53,766","00:03:55,902",this contest is actually one of the biggest,True
7380,IuVo4fnpLC8,"00:10:31,029","00:10:33,632","Fisher Sand and Gravel. The head of the company,",True
7381,IuVo4fnpLC8,"00:06:40,800","00:06:42,868","Clinton, Bush, and Obama, hundreds of miles",True
7382,IuVo4fnpLC8,"00:11:06,999","00:11:09,467",because that man is thirsty as fuck.,True
7383,IuVo4fnpLC8,"00:11:16,341","00:11:19,545",And that was by no means Fisher's only appearance on FOX.,True
7384,IuVo4fnpLC8,"00:18:16,261","00:18:17,662",collapse or get pushed over.,True
7385,IuVo4fnpLC8,"00:03:06,318","00:03:08,587",Yet Trump was still so insistent on it,True
7386,IuVo4fnpLC8,"00:07:52,304","00:07:53,839","physical infrastructure, I'll show you.",True
7387,IuVo4fnpLC8,"00:10:11,210","00:10:13,012",It looks like the tie that Santa Claus wears,True
7388,IuVo4fnpLC8,"00:15:26,992","00:15:28,293",of Brian Kolfage.,False
7389,IuVo4fnpLC8,"00:13:23,101","00:13:25,470","Not just with his constant TV appearances,",True
7390,IuVo4fnpLC8,"00:13:43,755","00:13:47,192",a star turn from a man calling himself Foreman Mike.,True
7391,IuVo4fnpLC8,"00:18:37,849","00:18:40,118",Attempting to take private land by filing,True
7392,IuVo4fnpLC8,"00:03:39,986","00:03:43,122",beauty pageant for camels. A real annual event,True
7393,IuVo4fnpLC8,"00:05:35,701","00:05:37,670","some of them were champions, and we gave them",False
7394,IuVo4fnpLC8,"00:19:56,060","00:19:58,463",so he could stand outside a church holding a Bible,True
7395,IuVo4fnpLC8,"00:13:12,290","00:13:16,061","writer's room. Guys, guys, that's too much.",True
7396,IuVo4fnpLC8,"00:07:16,702","00:07:19,171","that's not replacement wall, that is a new wall.",False
7397,IuVo4fnpLC8,"00:00:22,388","00:00:24,290","how to hold mugs? Five, I'm sorry,",True
7398,IuVo4fnpLC8,"00:13:54,099","00:13:55,901","If you wanna start, you can buy",False
7399,IuVo4fnpLC8,"00:17:52,237","00:17:55,007",It seems there are issues fucking coming up,True
7400,IuVo4fnpLC8,"00:05:41,640","00:05:44,443","Okay, hold on, 'cause there's no need",True
7401,IuVo4fnpLC8,"00:09:19,291","00:09:20,893",Pentagon accounts for the rest.,True
7402,IuVo4fnpLC8,"00:10:52,250","00:10:53,452",-I love it. -...when people see,False
7403,IuVo4fnpLC8,"00:06:26,619","00:06:29,322","about walls so far, fuckable, definitely fuckable,",True
7404,IuVo4fnpLC8,"00:09:37,443","00:09:40,212",Senator Lindsey Graham had a pretty amazing rationale.,True
7405,IuVo4fnpLC8,"00:16:04,596","00:16:06,598",and we were talking about a variety of issues.,False
7406,IuVo4fnpLC8,"00:16:06,598","00:16:08,834","And, uh, the topic came up--",False
7407,IuVo4fnpLC8,"00:11:41,166","00:11:43,602","from Fisher's home state, ""Liked fisher because",True
7408,IuVo4fnpLC8,"00:19:11,850","00:19:13,918","The same day of the detonations in February,",False
7409,IuVo4fnpLC8,"00:10:16,615","00:10:19,418",'cause that shot also includes Lindsey Graham.,True
7410,IuVo4fnpLC8,"00:19:09,114","00:19:10,549",along Monument Hill.,False
7411,IuVo4fnpLC8,"00:00:06,973","00:00:08,675",we thought we'd look at the border wall.,True
7412,IuVo4fnpLC8,"00:14:06,745","00:14:08,881","With your name, your family, your girlfriend.",False
7413,IuVo4fnpLC8,"00:03:50,930","00:03:53,766","to objectify camels like that."" But the fact is,",True
7414,IuVo4fnpLC8,"00:16:31,356","00:16:33,458",he's completely behind this wall scam until it fails.,True
7415,IuVo4fnpLC8,"00:15:04,837","00:15:07,105",...and Kolfage allegedly spending funds on...,True
7416,IuVo4fnpLC8,"00:16:15,306","00:16:17,676","that this project has my blessing.""",False
7417,IuVo4fnpLC8,"00:02:52,338","00:02:54,006",who's been doing some of the building.,True
7418,IuVo4fnpLC8,"00:18:28,507","00:18:30,608",the government has hired for this project.,True
7419,IuVo4fnpLC8,"00:16:53,912","00:16:55,547",to feature some personalize bricks.,True
7420,IuVo4fnpLC8,"00:00:59,292","00:01:00,893","is familiar at all to you, it might be because",True
7421,IuVo4fnpLC8,"00:00:51,084","00:00:52,752","Yeah, maybe a rope.",True
7422,IuVo4fnpLC8,"00:15:01,533","00:15:04,837",With Bannon allegedly using money...,True
7423,IuVo4fnpLC8,"00:07:45,131","00:07:48,000","Chad Wolf, and then just found a baby to match.",True
7424,IuVo4fnpLC8,"00:12:00,919","00:12:02,487",'cause you saw it on TV.,True
7425,IuVo4fnpLC8,"00:07:05,124","00:07:07,159","And might be tempted to think, ""Oh, well,",True
7426,IuVo4fnpLC8,"00:02:56,642","00:02:58,411","Because, from the start, Trump insisted",True
7427,IuVo4fnpLC8,"00:16:28,286","00:16:29,988",I'm just surprised that Kobach didn't continue.,True
7428,IuVo4fnpLC8,"00:01:12,672","00:01:14,407","Well, I don't know if you've noticed,",True
7429,IuVo4fnpLC8,"00:01:00,893","00:01:03,162","when we played it in our first piece on the wall,",True
7430,IuVo4fnpLC8,"00:02:15,968","00:02:17,703","the president's former chief strategist,",True
7431,IuVo4fnpLC8,"00:03:27,073","00:03:29,308","get selected, or a mix of their characteristics",False
7432,IuVo4fnpLC8,"00:04:22,161","00:04:25,097",Which is ridiculous. We all know the only wall,True
7433,IuVo4fnpLC8,"00:09:26,598","00:09:29,701","on a Kentucky military base, or repairing a daycare...",True
7434,IuVo4fnpLC8,"00:09:52,858","00:09:54,826",but right now we've got a national emergency,False
7435,IuVo4fnpLC8,"00:03:55,902","00:03:57,770",scholarship opportunities that they have.,True
7436,IuVo4fnpLC8,"00:12:34,719","00:12:37,589","two thousand violation notices from city, county, state,",True
7437,IuVo4fnpLC8,"00:20:04,869","00:20:07,406",I know that because we literally predicted it.,True
7438,IuVo4fnpLC8,"00:05:16,815","00:05:18,851","of how this wall looks, the important thing is,",True
7439,IuVo4fnpLC8,"00:06:30,589","00:06:32,324",So that is what the wall looks like.,True
7440,IuVo4fnpLC8,"00:11:00,626","00:11:02,494",I didn't think Laura Ingram was capable of,True
7441,IuVo4fnpLC8,"00:01:10,436","00:01:12,672",like it was going to be both expensive and pointless.,True
7442,IuVo4fnpLC8,"00:18:14,392","00:18:16,261",help build a wall that looks like it may either,True
7443,IuVo4fnpLC8,"00:05:14,079","00:05:16,815","Still, Trump insists that regardless",True
7444,IuVo4fnpLC8,"00:03:29,308","00:03:31,277","get selected, uh, for construction.",False
7445,IuVo4fnpLC8,"00:00:04,937","00:00:06,973","Moving on. For our main story tonight,",True
7446,IuVo4fnpLC8,"00:17:55,007","00:18:03,214",because experts have said...,True
7447,IuVo4fnpLC8,"00:06:53,212","00:06:55,814","Specifically, where barriers were already in place.",True
7448,IuVo4fnpLC8,"00:05:18,851","00:05:19,986",it works.,False
7449,IuVo4fnpLC8,"00:15:30,862","00:15:35,033","No. We're actually in Sunland Park, New Mexico.",False
7450,IuVo4fnpLC8,"00:07:29,215","00:07:31,250",If I lost all my memories and fell into a coma,True
7451,IuVo4fnpLC8,"00:15:28,293","00:15:30,862",And Brian Kolfage took all that money from Build A Wall.,False
7452,IuVo4fnpLC8,"00:05:19,986","00:05:22,721","We actually, uh, built prototypes",False
7453,IuVo4fnpLC8,"00:12:17,002","00:12:19,771",were both accused of tax fraud in.,False
7454,IuVo4fnpLC8,"00:08:08,187","00:08:10,223","on paper there are some similarities,",True
7455,IuVo4fnpLC8,"00:00:40,239","00:00:42,474","key flaws in the idea, like this.",True
7456,IuVo4fnpLC8,"00:01:52,011","00:01:55,247","But clearly, the wall is by no means ""super-duper.""",True
7457,IuVo4fnpLC8,"00:01:17,944","00:01:19,812","putting his plan into action. In fact,",True
7458,IuVo4fnpLC8,"00:14:21,694","00:14:24,563","In fact, he isn't even the foreman on the project.",True
7459,IuVo4fnpLC8,"00:06:42,868","00:06:44,837",of border barrier had already been constructed.,True
7460,IuVo4fnpLC8,"00:13:28,473","00:13:30,742",That is the non-profit organization,True
7461,IuVo4fnpLC8,"00:11:39,531","00:11:41,166",according to one of the senators,True
7462,IuVo4fnpLC8,"00:17:40,893","00:17:42,260","the owner yells, ""Hey, please don't touch that!",True
7463,IuVo4fnpLC8,"00:13:59,538","00:14:01,840",last forever. Five thousand dollars.,False
7464,IuVo4fnpLC8,"00:06:47,840","00:06:50,576","or is on private property. So, what Trump did",True
7465,IuVo4fnpLC8,"00:02:07,593","00:02:09,762","of people, by personally profiting",False
7466,IuVo4fnpLC8,"00:10:28,728","00:10:31,029","America's Next Top Wall in the Desert competition,",True
7467,IuVo4fnpLC8,"00:16:11,403","00:16:15,306","and he said, ""Well, you tell the people you are working with",False
7468,IuVo4fnpLC8,"00:20:15,613","00:20:18,350",Or that a Crockpot would be the killer on This Is Us.,True
7469,IuVo4fnpLC8,"00:17:23,342","00:17:27,279",beneath the foundation of a stretch of wall in Texas.,False
7470,IuVo4fnpLC8,"00:04:45,217","00:04:46,652",he's not actually wrong there.,True
7471,IuVo4fnpLC8,"00:05:37,670","00:05:39,905","different prototypes of walls,",False
7472,IuVo4fnpLC8,"00:12:53,371","00:12:55,640","on contracts after considering, among other things...",True
7473,IuVo4fnpLC8,"00:07:07,159","00:07:08,661","then he hasn't really done very much, has he?""",True
7474,IuVo4fnpLC8,"00:05:25,325","00:05:27,393","world-class mountain climbers. We got climbers,",False
7475,IuVo4fnpLC8,"00:17:06,491","00:17:08,227",built directly along the Rio Grande,True
7476,IuVo4fnpLC8,"00:13:01,413","00:13:04,616","And sexual harassment, tax fraud, federal violations,",True
7477,IuVo4fnpLC8,"00:09:56,094","00:09:58,964",Wow. Everything about that is bad.,True
7478,IuVo4fnpLC8,"00:05:51,984","00:05:54,020","based solely on his appearance, I'd immediately make",True
7479,IuVo4fnpLC8,"00:10:21,520","00:10:24,456",Who is building this? Because the answers to that,True
7480,IuVo4fnpLC8,"00:04:49,188","00:04:51,624","of hot walls, that one wouldn't even crack",True
7481,IuVo4fnpLC8,"00:11:02,494","00:11:04,129","that level of delight, but it turns out",True
7482,IuVo4fnpLC8,"00:15:46,277","00:15:47,479",with We Build The Wall. Saying...,True
7483,IuVo4fnpLC8,"00:20:42,106","00:20:45,477","If it's anything, it is a fucking monument to Trump,",True
7484,IuVo4fnpLC8,"00:08:29,941","00:08:32,345",through our ports of entry. And even the Department,True
7485,IuVo4fnpLC8,"00:01:55,247","00:01:56,582",And while we predicted the whole thing,True
7486,IuVo4fnpLC8,"00:12:26,578","00:12:27,912",and yet they're still around.,True
7487,IuVo4fnpLC8,"00:03:05,017","00:03:06,318",of what was going on behind it.,True
7488,IuVo4fnpLC8,"00:11:33,558","00:11:35,527","Fisher's company was, nevertheless,",True
7489,IuVo4fnpLC8,"00:04:59,065","00:05:01,500",I think we all know how I feel about that.,True
7490,IuVo4fnpLC8,"00:00:11,510","00:00:13,012","tied of course, with the reboot",True
7491,IuVo4fnpLC8,"00:07:15,067","00:07:16,702","When you put up what's behind us,",False
7492,IuVo4fnpLC8,"00:17:33,619","00:17:35,119",I'm just doing this with one hand.,False
7493,IuVo4fnpLC8,"00:04:51,624","00:04:54,893",the top. This stone wall? Scorching hot.,True
7494,IuVo4fnpLC8,"00:17:39,224","00:17:40,893","of walls in that as soon as you get near it,",True
7495,IuVo4fnpLC8,"00:06:50,576","00:06:51,777",was start building in the places,True
7496,IuVo4fnpLC8,"00:08:10,223","00:08:12,191","but when you compare the two side-by-side,",True
7497,IuVo4fnpLC8,"00:20:13,312","00:20:15,613",I knew Pete and Ariana weren't gonna make it.,True
7498,IuVo4fnpLC8,"00:01:19,812","00:01:22,281","just before the pandemic, he was reassuring attendees",True
7499,IuVo4fnpLC8,"00:04:46,652","00:04:49,188","I don't mean to wall shame, but if I had a list",True
7500,IuVo4fnpLC8,"00:17:14,432","00:17:17,836",Although it seems to be conking out around years,True
7501,IuVo4fnpLC8,"00:16:26,584","00:16:28,286",Yeah. Of course he was.,True
7502,IuVo4fnpLC8,"00:20:10,676","00:20:11,810",I told you so on.,True
7503,IuVo4fnpLC8,"00:17:08,227","00:17:10,796",which Fisher referred to as the Lamborghini of walls.,True
7504,IuVo4fnpLC8,"00:05:01,500","00:05:04,937","Collapse on my chest, you impenetrable barrier.",True
7505,IuVo4fnpLC8,"00:10:02,868","00:10:04,436",To the idea that his vanity project,True
7506,IuVo4fnpLC8,"00:07:00,686","00:07:03,155",...only five miles are in locations,True
7507,IuVo4fnpLC8,"00:02:36,856","00:02:38,291",to give you an update on the status,True
7508,IuVo4fnpLC8,"00:08:01,580","00:08:02,982",because they're technically barriers,True
7509,IuVo4fnpLC8,"00:00:31,530","00:00:33,499","That aside, you no doubt remember",True
7510,IuVo4fnpLC8,"00:05:39,905","00:05:41,640",and this was the one that was hardest to climb.,False
7511,IuVo4fnpLC8,"00:00:56,890","00:00:59,292",by thick string. And if that clip,True
7512,IuVo4fnpLC8,"00:07:23,042","00:07:25,410",with the assertion that we're simply replacing wall.,False
7513,IuVo4fnpLC8,"00:06:18,344","00:06:19,845",of the wall in California.,False
7514,IuVo4fnpLC8,"00:17:35,119","00:17:36,721",Not exerting myself.,True
7515,IuVo4fnpLC8,"00:12:42,161","00:12:44,063","for violations in Phoenix, where the company",True
7516,IuVo4fnpLC8,"00:00:33,499","00:00:35,701",that Trump's border wall was the key promise,True
7517,IuVo4fnpLC8,"00:06:46,171","00:06:47,840","is already covered by natural barriers,",True
7518,IuVo4fnpLC8,"00:06:37,230","00:06:39,098",finding places where you can build the wall,True
7519,IuVo4fnpLC8,"00:19:06,678","00:19:09,114",a controlled blast earlier this year,False
7520,IuVo4fnpLC8,"00:12:51,170","00:12:53,371",Local government officials have rejected their bids,True
7521,IuVo4fnpLC8,"00:11:26,418","00:11:28,788",because what both DHS and the Umicore of engineers,True
7522,IuVo4fnpLC8,"00:14:19,157","00:14:21,694",whose signature move is the chaotic sales pitch.,True
7523,IuVo4fnpLC8,"00:16:08,834","00:16:11,403","I mentioned that I was working with We Build The Wall,",False
7524,IuVo4fnpLC8,"00:00:45,044","00:00:47,380","If they ever get up there, they're in trouble.",False
7525,IuVo4fnpLC8,"00:14:44,583","00:14:48,486","We Build The Wall raised million dollars,",True
7526,IuVo4fnpLC8,"00:08:32,345","00:08:34,580","of Homeland Security's own inspector general,",True
7527,IuVo4fnpLC8,"00:10:45,777","00:10:47,713","Once we get in, we never come out,",False
7528,IuVo4fnpLC8,"00:03:43,122","00:03:45,024",where the hottest camels are evaluated...,True
7529,IuVo4fnpLC8,"00:21:09,033","00:21:11,236",of his presidency than this wall.,True
7530,IuVo4fnpLC8,"00:02:31,050","00:02:32,852",that we'll get into it later in this piece.,True
7531,IuVo4fnpLC8,"00:07:48,000","00:07:49,902",But he is actually right there.,True
7532,IuVo4fnpLC8,"00:20:07,406","00:20:10,676","And believe me, this is the last thing I wanted to say",True
7533,IuVo4fnpLC8,"00:08:04,650","00:08:06,485",are the same because we're the exact same age,True
7534,IuVo4fnpLC8,"00:17:01,486","00:17:03,855",...which is just fucking disgusting.,True
7535,IuVo4fnpLC8,"00:16:37,596","00:16:40,698","And look, to be fair, some of that million dollars",True
7536,IuVo4fnpLC8,"00:07:38,090","00:07:39,525",for a knock-off Top Gun costume,True
7537,IuVo4fnpLC8,"00:03:36,082","00:03:38,050","a weird contest in the middle of the desert,",True
7538,IuVo4fnpLC8,"00:05:30,229","00:05:32,165",they love to climb mountains. They can have it.,False
7539,IuVo4fnpLC8,"00:12:45,530","00:12:48,467",Charges only reduced to civil penalties after Fisher agreed,True
7540,IuVo4fnpLC8,"00:00:47,380","00:00:49,682",'Cause there's no way to get down.,False
7541,IuVo4fnpLC8,"00:19:01,172","00:19:04,509",Native American communities with devastating effects.,True
7542,IuVo4fnpLC8,"00:21:02,026","00:21:06,698",he also doesn't need it. Because this is his monument.,True
7543,IuVo4fnpLC8,"00:02:50,436","00:02:52,338","what damage it's done, and crucially,",True
7544,IuVo4fnpLC8,"00:09:42,681","00:09:45,050","out of the military construction budget,",False
7545,IuVo4fnpLC8,"00:07:56,642","00:07:58,644",And here is the new structure.,True
7546,IuVo4fnpLC8,"00:08:34,580","00:08:36,849",issues a scathing report just last month,True
7547,IuVo4fnpLC8,"00:15:59,024","00:16:01,893",own YouTube page being pretty unequivocal about,True
7548,IuVo4fnpLC8,"00:18:03,214","00:18:04,482","So, to recap",False
7549,IuVo4fnpLC8,"00:19:33,971","00:19:39,444",Totally forever damaged...,False
7550,IuVo4fnpLC8,"00:06:06,098","00:06:08,134","but also, because of this.",True
7551,IuVo4fnpLC8,"00:02:19,705","00:02:21,340","that you knew would eventually happen,",True
7552,IuVo4fnpLC8,"00:03:22,401","00:03:23,502",across the border.,False
7553,IuVo4fnpLC8,"00:01:41,967","00:01:44,370",of an off-brand playset recalled because it collapsed,True
7554,IuVo4fnpLC8,"00:03:11,457","00:03:13,392",President Trump said he wanted,False
7555,IuVo4fnpLC8,"00:06:09,435","00:06:12,304","these refurbished walls, ""unclimbable.""",False
7556,IuVo4fnpLC8,"00:04:00,106","00:04:02,508",that we need fewer camels in STEM?,True
7557,IuVo4fnpLC8,"00:04:12,685","00:04:17,656",A government report found...,True
7558,IuVo4fnpLC8,"00:07:08,661","00:07:11,364","But, Trump's acting secretary of homeland security,",True
7559,IuVo4fnpLC8,"00:04:56,662","00:04:59,065",you big tease. This human wall?,True
7560,IuVo4fnpLC8,"00:05:32,165","00:05:33,533","Me? I don't want to climb mountains,",False
7561,IuVo4fnpLC8,"00:10:25,791","00:10:27,192",Just look at one of the companies,True
7562,IuVo4fnpLC8,"00:10:53,452","00:10:55,087",-what we really offer. -I love it.,False
7563,IuVo4fnpLC8,"00:04:40,946","00:04:43,015","like that design, reportedly telling officials,",True
